inep_escola;codigo_escola;nome;latitude;longitude;cep;endereco;endereco_numero;endereco_complemento;bairro_codigo;bairro;telefone;fax;email;orgao_regional;regulamentacao;funcionamento_predio_escolar;funcionamento_templo;funcionamento_empresa;funcionamento_outras_escolas;funcionamento_galpao;funcionamento_outros;forma_ocupacao;agua_rede_publica;agua_poco_artesiano;agua_cacimba;agua_fonte;esgoto_rede_publica;esgoto_fossa;esgoto_inexistente;lixo_coleta_periodica;lixo_outra area;dependencia_diretoria;dependencia_professores;dependencia_secretaria;dependencia_laboratorio_informatica;dependencia_laboratorio_ciencias;dependencia_aee;dependencia_quadra_coberta;dependencia_quadra_descoberta;dependencia_cozinha;dependencia_biblioteca;dependencia_leitura;dependencia_parque_infantil;dependencia_bercario;dependencia_banheiro_fora;dependencia_banheiro_dentro;dependencia_banheiro_infantil;dependencia_banheiro_deficiencia;dependencia_vias_adequadas_deficiencia;dependencia_banheiro_chuveiro;dependencia_refeitorio;dependencia_despensa;dependencia_almoxarifado;dependencia_auditorio;dependencia_patio_coberto;dependencia_patio_descoberto;dependencia_alojamento_aluno;dependencia_alojamento_professor;dependencia_area_verde;dependencia_lavanderia;quantidade_salas_existentes;quantidade_salas_utilizadas_fora_e_dentro;equipamentos_televisao;equipamentos_videocassete;equipamentos_dvd;equipamentos_antena_parabolica;equipamentos_copiadora;equipamentos_retroprojetor;equipamentos_impressora;equipamentos_aparelho_som;equipamentos_projetor_multimidia;equipamentos_fax;equipamentos_maquina_fotografica;equipamentos_computadores;computadores_quantidade;computadores_qtd_administrativo;computadores_qtd_alunos;acesso_internet;banda_larga;total_funcionarios;brasil_alfabetizado;abre_finais_semana;modalidade_regular;modalidade_especial;modalidade_eja;regular_creche;regular_preescolar;regular_fundamental9;especial_fundamental9;especial_eja_fundamental;eja_fundamental;eja_projovem
26134002;110;ESCOLA MUNICIPAL KARLA PATRICIA;-8,108803567;-34,89582247;51020170;PROFESSOR EDUARDO WANDERLEI FILHO;700;;205;BOA VIAGEM;33554040;;ESCOLAMKARLAPATRICIA@YAHOO.COM;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;13;13;2;;1;;1;1;2;;;;;1;23;7;16;1;1;67;0;1;1;0;1;0;1;1;0;0;1;0
26128110;111;ESCOLA MUNICIPAL ALDA ROMEU;-8,013671092;-34,90094657;52211250;CORREGO DO DEODATO;401;;337;AGUA FRIA;33553490;;EMALDAROMEU@YAHOO.COM.BR;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;1;9;9;1;;1;;;;;;;;;1;22;7;15;1;1;48;0;0;1;0;1;0;1;1;0;0;1;0
26119994;112;ESCOLA MUNICIPAL NOVO PINA;-8,091540281;-34,88812493;51011140;EURICO VITRUVIO;236;;248;PINA;33554112;34657553;EM.NOVOPINA@EDUCARECIFE.COM;2;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;1;1;11;11;4;;3;;;1;4;;;;;1;12;3;9;1;1;56;0;1;1;0;1;0;1;1;0;0;1;0
26126370;113;ESCOLA MUNICIPAL ALTO DA GUABIRABA;-7,991847016;-34,93331055;52091000;PRESIDENTE COSTA E SILVA;SN;;418;GUABIRABA;33554036;34419860;EMAG_EDUCAR@YAHOO.COM.BR;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;10;10;2;;3;;;1;1;;;;;1;10;3;7;1;1;48;0;0;1;0;0;0;1;1;0;0;0;0
26125854;115;ESCOLA MUNICIPAL ALTO JARDIM PROGRESSO;-8,004572345;-34,92603265;52190510;ALTO JARDIM PROGRESSO;300;;566;NOVA DESCOBERTA;33553430;;ESCOLA.ALTOJARDIMPROGRESSO@YAH;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;8;8;;;1;;;1;1;;;;;1;18;5;13;1;0;55;0;0;1;0;0;0;1;1;0;0;0;0
26119129;116;ESCOLA MUNICIPAL DOIS RIOS;-8,126938729;-34,94466161;51300260;IRMA MARIA EVANGELISTA;83;DOIS RIOS;230;IBURA;33553600;34753973;EMDOISRIOS@BOL.COM.BR;2;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;8;2;;2;;;;;;;;;1;18;5;13;1;1;42;0;0;1;0;1;0;1;1;0;0;1;0
26126680;120;ESCOLA MUNICIPAL CORREGO DA AREIA;-8,003101526;-34,93201139;52091220;CORREGO DA AREIA;5449;;566;NOVA DESCOBERTA;33554484;33554485;EMCORREGODAAREIA@HOTMAIL.COM;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;5;5;2;1;1;;;;;;;;;1;19;6;13;1;1;32;0;0;1;0;1;0;0;1;0;0;1;0
26125510;121;ESCOLA MUNICIPAL OSWALDO LIMA FILHO;-8,098474568;-34,88655417;51011050;ENGENHEIRO DOMINGOS FERREIRA;1040;;248;PINA;33553928;33553929;;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;12;12;2;2;1;;;1;3;;;;;1;21;6;15;1;1;86;1;1;1;0;1;0;0;1;0;0;1;0
26124661;127;ESCOLA MUNICIPAL PROFESSOR MANOEL TORRES;-8,128549322;-34,91171188;51030210;ELADIO RAMOS;232;;205;BOA VIAGEM;33553924;33553925;EMPMANOELTORRES@HOTMAIL.COM;2;1;0;0;0;0;0;1;;1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;9;9;4;;2;;;;;;;;;1;10;3;7;1;1;46;1;1;1;0;1;0;1;1;0;0;1;0
26126427;131;ESCOLA MUNICIPAL PASTOR PAULO LEIVAS MACALAO;-8,01214745;-34,90884076;52131410;ALTEROSA;27;;388;LINHA DO TIRO;33553418;32698333;EPLEMACALAO@GMAIL.COM;1;1;1;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;8;8;3;;1;;;1;1;;;;;1;21;6;15;1;1;33;0;1;1;0;1;0;1;1;0;0;1;0
26126524;132;ESCOLA MUNICIPAL PROFESSOR NILO PEREIRA;-8,027191701;-34,92569903;52070230;DO ARRAIAL;4900;;434;CASA AMARELA;33553526;34418377;ESCOLANILOPEREIRA@GMAIL.COM;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;13;13;2;1;1;;;1;3;;;;;1;36;11;25;1;1;78;0;1;1;0;1;0;1;1;0;0;1;1
26154846;133;ESCOLA MUNICIPAL 27 DE NOVEMBRO;-8,090061094;-34,88693518;52050310;DOZE DE JULHO;1120;UR 05;230;IBURA;33553534;;EM.27DENOVEMBRO@YAHOO.COM.BR;2;1;0;0;0;0;0;1;;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;6;6;4;;1;;;;2;;;;;1;1;;1;1;1;32;0;0;1;0;0;0;1;1;0;0;0;0
26177978;137;ESCOLA MUNICIPAL NOVA MORADA;-8,025697612;-34,95244838;50980685;ELIANE FRAGOSO DO NASCIMENTO;24;;744;CAXANGA;33553546;;EM_NOVAMORADA@YAHOO.COM.BR;2;2;1;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;10;10;;;;;;;;;;;;1;1;;1;1;1;72;0;1;1;0;1;0;1;1;0;0;1;0
26120402;139;ESCOLA MUNICIPAL DO DOM;-8,048003193;-34,95885734;50741120;CORONEL PACHECO;115;;736;VARZEA;33554492;32722065;EM.DOM@HOTMAIL.COM;2;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;5;5;2;;1;;;;;;;;;1;22;7;15;1;1;35;0;0;1;0;0;0;1;0;0;0;0;0
26124610;141;ESCOLA MUNICIPAL FUTURO FELIZ;-8,125691427;-34,9583286;51330200;IBIRAJUBA;440;;884;COHAB;33554942;;EMFUTUROFELIZ2010@GMAIL.COM;2;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0;0;0;0;6;6;3;2;;;;;1;;;;;1;13;4;9;1;1;27;0;0;1;0;0;0;1;1;0;0;0;0
26171716;144;ESCOLA MUNICIPAL ARTISTA PLASTICO CICERO DIAS;-8,13257885;-34,94976075;51320120;JOAO JOAQUIM DE MELO FILHO;26;UR 05;230;IBURA;33556294;;EMCICERODIAS@YAHOO.COM.BR;2;2;1;0;0;0;0;0;2;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;4;4;;1;1;;;;1;;;;;1;16;5;11;1;1;23;0;0;1;0;0;0;1;0;0;0;0;0
26121662;145;ESCOLA MUNICIPAL PADRE ANTONIO HENRIQUE;-8,061363557;-34,90004356;52010060;VISCONDESSA DO LIVRAMENTO;290;;140;DERBY;33553836;;;1;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0;0;1;1;0;0;1;0;12;12;4;;2;;;1;3;;;;;1;24;7;17;1;1;99;0;0;1;1;1;0;1;1;1;1;1;0
26124092;146;ESCOLA MUNICIPAL ABILIO GOMES;-8,120378758;-34,90743345;51021280;BRUNO VELOZO;S/N;;205;BOA VIAGEM;33553462;;EM.ABILIOGOMES@EDUCARECIFE.COM;2;1;1;0;0;0;0;0;3;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;8;8;3;;1;;;;;;;;;1;12;3;9;1;1;44;0;1;1;0;1;0;1;1;0;0;1;0
26125480;148;ESCOLA MUNICIPAL JARDIM MAURICEIA;-8,089424271;-34,91485673;51170010;NICOLAU COPERNICO;1107;;264;IMBIRIBEIRA;33553684;;;2;1;1;0;0;0;0;0;2;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;7;7;1;;1;;;;2;;;;;1;12;3;9;1;1;39;0;0;1;0;0;0;1;1;0;0;0;0
26134049;150;ESCOLA MUNICIPAL NOSSA SENHORA DA PENHA;-8,129824978;-34,90474276;51021490;FRANCISCO DE BARROS BARRETO;109;;205;BOA VIAGEM;33553564;;ESCMNSPENHA@HOTMAIL.COM;2;1;0;0;0;0;0;1;;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;6;6;6;;;;;;2;;;;;1;10;3;7;1;1;36;0;0;1;0;1;0;0;1;0;0;1;0
26121832;163;ESCOLA MUNICIPAL CRISTINA TAVARES;-8,122629201;-34,95502526;51340600;PANELAS;9;UR 02;230;IBURA;33553736;;EMCRISTINATAVARES@HOTMAIL.COM;2;1;1;0;0;0;0;0;2;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;7;7;2;;1;;;;1;;;;;1;18;5;13;1;1;36;0;0;1;0;1;0;1;1;0;0;1;0
26125544;164;ESCOLA MUNICIPAL POETA PAULO BANDEIRA DA CRUZ;-8,121989076;-34,95556542;51340600;DAS PANELAS;28;;884;COHAB;33554021;;;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;10;10;2;;1;;;;3;;;;;1;15;4;11;1;1;51;0;0;1;0;1;0;1;1;0;0;1;1
26128888;176;ESCOLA MUNICIPAL DEUS E AMOR;-8,018190512;-34,89866997;52111430;LADEIRA DE PEDRA;395;APASCOAL;337;AGUA FRIA;33554216;;;1;1;0;0;0;0;0;1;;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;1;0;1;1;0;0;0;0;5;5;2;;;;;;;;;;;1;26;8;18;1;1;29;0;1;1;0;1;0;1;1;0;0;1;0
26124076;182;ESCOLA MUNICIPAL WALDEMAR VALENTE;-8,076045603;-34,94747878;50790310;GASTAO DE CARVALHO;360;CURADO;868;JARDIM SAO PAULO;33550106;33555672;SP.BELTRAO@UOL.COM;2;1;1;0;0;0;0;0;3;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;1;0;0;0;0;0;6;6;1;;1;;;;;;;;;1;13;4;9;1;1;35;0;1;1;0;1;0;1;1;0;0;1;0
26124467;183;ESCOLA MUNICIPAL BEATO EUGENIO MAZENOD;-8,101562855;-34,91358788;51180260;LUXEMBURGO;303;;264;IMBIRIBEIRA;33556937;34710514;EUGENIOMAZENOD@GMAIL.COM;2;1;1;0;0;0;0;0;3;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;7;7;2;;2;;;;1;;;;;1;10;3;7;1;1;59;0;1;1;0;1;0;1;1;0;0;1;0
26125579;186;ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS;-8,145187131;-34,91296527;51130080;COSMORAMA;900;;205;BOA VIAGEM;33550030;33550031;ESCOLAMSF@HOTMAIL.COM;2;2;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;8;8;1;;1;;;;;;;;;1;12;3;9;1;1;32;0;1;1;0;1;0;1;1;0;0;1;0
26136300;187;ESCOLA MUNICIPAL ALTO DO MARACANA;-8,002450784;-34,90912096;52150141;VILA FLOR;356;;396;DOIS UNIDOS;33554887;;ESCOLAMARACANA@YAHHO.COM.BR;1;1;1;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;8;8;3;;1;;;;1;;;;;1;11;3;8;1;1;35;0;1;1;0;1;0;0;1;0;0;1;0
26124815;188;ESCOLA MUNICIPAL PROFESSOR SIMOES BARBOSA;-8,115108696;-34,93971137;51230000;DOIS RIOS;S/N;;230;IBURA;33553920;34972905;EMPSB@YAHOO.COM.BR;2;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;12;12;2;;;;;;2;;;;;1;16;5;11;1;1;81;0;1;1;0;1;0;0;1;0;0;1;1
26134379;189;ESCOLA MUNICIPAL SANTO AMARO;-8,04644762;-34,87782082;50100000;NORTE;752;;108;SANTO AMARO;33553696;;;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;6;3;;;;;;;;;;;1;1;;1;1;1;33;0;0;1;0;1;0;1;1;0;0;1;0
26127016;190;ESCOLA MUNICIPAL CASARAO DO BARBALHO;-8,028861231;-34,93474944;50800290;DO BARBALHO;1595;;698;IPUTINGA;33553864;;CASARAOBARBALHO@YAHOO.COM.BR;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;12;12;;;;;;;;;;;;1;10;3;7;1;1;68;0;1;1;0;1;0;1;1;0;0;1;0
26123673;202;ESCOLA MUNICIPAL SANTO ANTONIO DO CACOTE - ANX I - EMLURB;-8,100221424;-34,92973016;50870440;GUARACI;16;;841;CACOTE;33553580;32520685;ESCOLADOCACOTE@GMAIL.COM;2;1;0;0;1;0;0;0;;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;;;;;;;;;;;;0;;;;;;1;0;0;0;0;1;0;0;0;0;0;1;0
26171740;203;ESCOLA MUNICIPAL DA GUABIRABA - ANEXO II;-7,993301473;-34,93516641;52291140;CASSITERITA;39;;418;GUABIRABA;32324323;;EMDAGUABIRABA@GMAIL.COM;1;2;0;0;0;0;0;1;;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;;;;;;;;;;;;0;;;;;;10;0;0;1;0;0;0;1;1;0;0;0;0
26133622;206;ESCOLA MUNICIPAL NOVA DESCOBERTA;-7,987701307;-34,92979273;52390000;JORNALISTA WALDETE AGRA;100;;400;PASSARINHO;32678163;33553612;;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;11;11;3;;1;;;1;3;;;;;0;;;;;;57;0;1;1;0;1;0;1;1;0;0;1;0
26133837;213;ESCOLA MUNICIPAL CRISTIANO CORDEIRO;-8,11497543;-34,95382193;51340210;SANTOS;S/N;COHAB UR2;230;IBURA;33553797;34755554;;2;1;1;0;0;0;0;0;3;1;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;10;10;4;;2;;;;2;;;;;1;19;6;13;1;1;67;0;1;1;0;1;0;1;1;0;0;1;0
26139723;237;ESCOLA MUNICIPAL ALTO SANTA TEREZINHA;-8,009863483;-34,90284676;52131000;ANIBAL BENEVOLO;S/N;;370;BEBERIBE;33553856;;;1;1;1;0;0;0;0;0;3;1;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;1;0;1;0;0;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;12;12;3;;2;;;;2;;;;;1;12;3;9;1;1;63;0;1;1;0;1;0;1;1;0;0;1;0
26139090;245;ESCOLA MUNICIPAL PROFESSOR FLORESTAN FERNANDES;-8,115849145;-34,9424946;51230050;RIO NOVO DO SUL;S/N;;230;IBURA;33554938;;;2;2;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;10;10;2;;1;;;;5;;;;;1;18;5;13;1;1;64;0;0;1;0;1;0;0;1;0;0;1;0
26132635;246;ESCOLA MUNICIPAL JORDAO BAIXO;-8,13088;-34,938654;51250340;GOVERNADOR ROBERTO SILVEIRA;51;CASA;221;JORDAO;33556514;34626824;;2;1;1;0;0;0;0;0;2;1;0;0;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1;0;1;0;0;0;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0;5;5;1;;1;;;;;;;;;1;22;7;15;1;1;40;0;0;1;0;1;0;1;1;0;0;1;0
26134067;247;ESCOLA MUNICIPAL SEVERINA BERNADETE TEIXEIRA;-8,124733199;-34,95670543;51330110;IBICARE;120;;884;COHAB;33556023;34753704;;2;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;8;8;2;2;1;;;1;1;;;;;1;1;;1;1;1;44;0;0;1;0;1;0;1;1;0;0;1;0
26132643;249;ESCOLA MUNICIPAL FERNANDO SANTA CRUZ;-8,137170548;-34,94361097;51260000;BOANERGES PEREIRA;1;QUADRA 2T;221;JORDAO;33554500;34622777;EMFSCRUZ@HOTMAIL.COM;2;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;3;3;2;;1;;;;1;;;;;1;19;6;13;1;1;26;0;0;1;0;0;0;1;1;0;0;0;0
26149370;251;ESCOLA MUNICIPAL ALTO DO REFUGIO - IVAN NEVES;-7,999948498;-34,92526752;52191100;ALTO DO REFUGIO;250;;574;BREJO DE BEBERIBE;33554468;;ESCOLAREFUGIO@YAHOO.COM.BR;1;1;1;0;0;0;0;0;3;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;10;10;1;;1;;;;2;;;;;1;2;;2;1;0;66;0;1;1;0;1;0;0;1;0;0;1;0
26136335;252;ESCOLA MUNICIPAL RENATO ACCIOLY CARNEIRO CAMPOS;-8,004430001;-34,92528616;52190100;SANTA ROSA;140;;566;NOVA DESCOBERTA;33556590;;;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;5;5;3;;1;;;;;;;;;1;11;3;8;1;1;34;0;1;1;0;0;0;0;1;0;0;0;0
26126524;253;ESCOLA MUNICIPAL PROFESSOR NILO PEREIRA - ANEXO I;-8,027191701;-34,92569903;52060430;SAMUEL DE FARIAS;127;;442;CASA FORTE;32681025;;ESCOLANILOPEREIRA@GMAIL.COM;1;2;0;0;0;0;0;1;;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;1;1;1;0;1;1;3;3;;;;;;;;;;;;1;2;;2;0;;10;0;0;1;0;0;0;1;1;0;0;0;0
26132267;255;ESCOLA MUNICIPAL DEPUTADO FERNANDO SAMPAIO;-8,010782981;-34,92518982;52090240;ALTO ANTONIO FELIX;105;;566;NOVA DESCOBERTA;33554930;33554931;;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1;0;1;0;0;1;0;0;1;0;0;1;0;10;10;1;;1;;;;;;;;;1;10;3;7;1;0;44;0;1;1;0;1;0;1;1;0;0;1;0
26122898;256;ESCOLA MUNICIPAL DO COQUE;-8,071536171;-34,90014956;50080320;MIRANDOPOLIS;35;COQUE;43;ILHA JOANA BEZERRA;33553636;34480425;EM.DOCOQUE@EDUCARECIFE.COM.BR;2;1;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;1;1;1;0;1;0;0;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;12;12;1;;1;;;1;1;;;;;1;18;5;13;1;1;75;0;0;1;0;1;0;0;1;0;0;0;1
26123622;257;ESCOLA MUNICIPAL LOJISTAS DO RECIFE;-8,07659738;-34,96553289;50791540;BR 232 KM 07;2501;;752;CURADO;33550007;;ESCOLALOJISTADORECIFE@BOL.COM;2;1;1;0;0;0;0;0;3;1;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;0;17;17;3;;2;;;1;;;;;;1;11;3;8;1;1;58;0;0;1;0;0;0;1;1;0;0;0;0
26128926;258;ESCOLA MUNICIPAL ANITA PAES BARRETO;-8,01485051;-34,88733424;52221010;GERONCIO FALCAO;198;ALTO MIRAM;345;FUNDAO;33553568;;ANITAPAESBARRETO@HOTMAIL.COM;1;2;1;0;0;0;0;0;3;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;4;2;;2;;;;1;;;;;1;11;3;8;1;1;31;0;0;1;0;1;0;0;1;0;0;1;0
26132267;261;ESCOLA MUNICIPAL DEPUTADO FERNANDO SAMPAIO - ANX I - ANTONIO FELIX;-8,010782981;-34,92518982;52090183;COLINA DOS ANDES;30;;566;NOVA DESCOBERTA;33554464;;EM.FERNANDOSAMPAIO@EDUCARECIFE;1;2;1;0;0;0;0;0;2;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;4;4;1;;1;;;;;;;;;0;;;;;;14;0;0;1;0;0;0;1;1;0;0;0;0
26126583;265;ESCOLA MUNICIPAL SANTA MARIA GORETTI;-8,011305057;-34,91834042;52280640;SANTA MARIA GORETTI;S/N;;558;VASCO DA GAMA;33556995;;EMSMG2009@HOTMAIL.COM;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;8;8;2;1;1;;;;1;;;;;1;14;4;10;1;1;38;0;1;1;0;1;0;1;1;0;0;1;0
26123100;269;ESCOLA MUNICIPAL SANTA EDWIGES;-8,069961657;-34,90724574;50750590;JURITI;41;;779;AFOGADOS;33553628;34480414;EMSANTAEDWIGES@HOTMAIL.COM;2;1;1;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;5;3;;1;;;;;;;;;1;12;3;9;1;1;38;0;0;1;0;0;0;0;1;0;0;0;0
26119218;273;ESCOLA MUNICIPAL DA IPUTINGA - ANX I ASS CRISTA FEMININA;-8,041487242;-34,92812948;50710020;VERMELHA;68;;655;TORRE;33554096;33554097;;2;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;4;4;1;;;;;;;;;;;1;29;9;20;0;;15;0;0;1;0;0;0;1;1;0;0;0;0
26126818;277;ESCOLA MUNICIPAL DOM JOSE LAMARTINE - ANX I - CENT VIV CRISTA;-8,008286048;-34,91953155;52081070;ALTO DO EUCALIPTO;S/N;;558;VASCO DA GAMA;33556302;34421742;DOMJOSELAMARTINE@HOTMAIL.COM;1;2;1;0;0;0;0;0;3;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4;4;1;;;;;;;;;;;0;;;;;;16;0;0;1;0;0;0;1;1;0;0;0;0
